timestamp,event_type,data
2026-06-11T22:32:26.585214+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:26.657834+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:26.667866+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:26.694136+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:26.700558+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:26.743418+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:26.827801+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:26.835191+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:26.900705+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:26.906687+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.038914+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.040881+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.066410+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.088338+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.125022+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
2026-06-11T22:32:27.251404+00:00,scan,"{""range_min"":0.30000001192092896,""range_max"":12.0,""beam_count"":360,""valid_beam_count"":349,""min_obstacle_dist"":1.895689606666565,""mean_obstacle_dist"":4.201931684269946}"
2026-06-11T22:32:27.254736+00:00,odom,"{""x"":-0.1680267723602517,""y"":0.2641436152209369,""z"":0.0,""yaw"":-3.0128150033408274,""linear_x"":0.0,""linear_y"":0.0,""angular_z"":0.0}"
